EmployeeID,EmployeeName,Department,JobTitle,HireDate,Location,PerformanceRating,ExperienceYears,Status,WorkMode,Salary
32,Employee_32,R&D,Innovation Manager,2022-04-24,"City, India",4,10,Active,Remote,167965
33,Employee_33,Operations,Operations Executive,2019-05-30,"City, UK",3,10,Resigned,Onsite,137455
34,Employee_34,IT,Software Engineer,2018-05-26,"City, Canada",3,3,Active,Onsite,154123
35,Employee_35,Operations,Operations Manager,2012-12-05,"City, Canada",3,11,Active,Onsite,126752
36,Employee_36,Operations,Operations Manager,2011-08-30,"City, UK",4,0,Active,Remote,36102
37,Employee_37,IT,System Analyst,2010-05-08,"City, USA",1,9,Retired,Onsite,66631
38,Employee_38,HR,Recruiter,2017-12-11,"City, USA",3,9,Resigned,Onsite,135864
39,Employee_39,Finance,Finance Manager,2017-09-07,"City, USA",3,1,Resigned,Onsite,140627
40,Employee_40,Marketing,SEO Specialist,2016-06-26,"City, Germany",3,6,Active,Onsite,172038
41,Employee_41,R&D,Research Analyst,2021-05-09,"City, India",2,14,Terminated,Onsite,61024
42,Employee_42,Sales,Sales Manager,2023-07-05,"City, UK",4,4,Active,Onsite,33051
43,Employee_43,Sales,Sales Executive,2024-04-19,"City, Germany",5,15,Active,Onsite,103523
44,Employee_44,Marketing,SEO Specialist,2011-09-28,"City, USA",3,0,Active,Onsite,133481
45,Employee_45,R&D,Research Analyst,2012-01-11,"City, USA",5,13,Resigned,Onsite,104740
46,Employee_46,IT,IT Manager,2022-12-13,"City, India",2,15,Active,Onsite,144548
47,Employee_47,IT,Software Engineer,2021-02-22,"City, Canada",5,6,Active,Onsite,99042
48,Employee_48,Marketing,SEO Specialist,2017-07-07,"City, Canada",4,4,Active,Remote,108781
49,Employee_49,Sales,Sales Executive,2024-07-29,"City, USA",2,15,Resigned,Remote,86573
50,Employee_50,Operations,Operations Manager,2015-09-02,"City, USA",2,5,Active,Remote,53289
51,Employee_51,Finance,Finance Manager,2014-06-20,"City, India",5,12,Active,Remote,134182
52,Employee_52,HR,HR Executive,2012-06-14,"City, UK",4,7,Active,Onsite,121680
53,Employee_53,IT,Software Engineer,2017-07-01,"City, UK",5,11,Active,Onsite,99449
54,Employee_54,Finance,Accountant,2016-09-10,"City, Germany",2,12,Active,Onsite,123008
55,Employee_55,HR,HR Executive,2014-06-14,"City, USA",3,8,Active,Onsite,68513
56,Employee_56,Marketing,Marketing Executive,2011-02-17,"City, Germany",1,4,Terminated,Onsite,68756
57,Employee_57,IT,System Analyst,2013-01-27,"City, Germany",2,0,Resigned,Remote,168429
58,Employee_58,Marketing,SEO Specialist,2019-06-03,"City, Canada",1,2,Active,Onsite,44397
59,Employee_59,Sales,Sales Manager,2011-12-30,"City, Canada",3,2,Active,Remote,89163
60,Employee_60,Operations,Operations Manager,2023-07-18,"City, USA",5,4,Active,Remote,172202
61,Employee_61,Marketing,SEO Specialist,2019-12-16,"City, India",5,4,Active,Remote,156174
62,Employee_62,HR,HR Executive,2024-08-09,"City, Canada",3,10,Active,Remote,31542
63,Employee_63,Operations,Operations Manager,2013-04-06,"City, USA",1,1,Resigned,Remote,118092
64,Employee_64,Marketing,SEO Specialist,2016-07-14,"City, Canada",1,5,Resigned,Onsite,162396
65,Employee_65,Sales,Sales Manager,2018-08-08,"City, Germany",3,12,Active,Onsite,55289
66,Employee_66,HR,Recruiter,2021-04-27,"City, UK",5,12,Active,Onsite,60355
67,Employee_67,Sales,Sales Manager,2023-06-26,"City, India",1,2,Active,Onsite,58016
68,Employee_68,IT,Software Engineer,2023-10-09,"City, Canada",2,11,Terminated,Onsite,158148
69,Employee_69,Operations,Operations Manager,2021-10-08,"City, Germany",5,3,Active,Onsite,144065
70,Employee_70,R&D,Innovation Manager,2019-03-31,"City, India",5,5,Active,Onsite,168186
71,Employee_71,Sales,Sales Manager,2017-08-15,"City, Germany",4,4,Active,Remote,91529
72,Employee_72,HR,HR Manager,2011-06-24,"City, Germany",5,8,Active,Onsite,151790
73,Employee_73,IT,Software Engineer,2023-10-04,"City, Canada",4,12,Active,Remote,152402
74,Employee_74,Marketing,SEO Specialist,2010-09-13,"City, Canada",1,1,Active,Onsite,86570
75,Employee_75,Marketing,Marketing Executive,2012-10-12,"City, India",1,1,Terminated,Remote,92292
76,Employee_76,HR,Recruiter,2024-08-11,"City, UK",3,0,Resigned,Onsite,135570
77,Employee_77,R&D,Innovation Manager,2011-02-09,"City, Germany",1,4,Terminated,Onsite,80612
78,Employee_78,R&D,Innovation Manager,2019-12-16,"City, Canada",2,9,Active,Remote,151288
79,Employee_79,Operations,Operations Manager,2021-05-09,"City, Canada",5,3,Active,Onsite,138319
80,Employee_80,HR,Recruiter,2014-04-24,"City, USA",2,1,Active,Onsite,67131
81,Employee_81,IT,IT Manager,2010-08-24,"City, Canada",3,8,Active,Onsite,45254
82,Employee_82,R&D,Innovation Manager,2020-11-25,"City, USA",3,2,Retired,Onsite,36949
83,Employee_83,HR,HR Manager,2013-09-20,"City, UK",3,14,Resigned,Onsite,127239
84,Employee_84,R&D,Research Analyst,2022-09-12,"City, USA",3,0,Retired,Remote,85479
85,Employee_85,IT,IT Manager,2017-10-03,"City, Germany",4,7,Active,Onsite,35569
86,Employee_86,Marketing,SEO Specialist,2020-06-15,"City, UK",3,2,Active,Onsite,167162
87,Employee_87,Operations,Operations Executive,2012-06-18,"City, Germany",1,2,Resigned,Onsite,145359
88,Employee_88,HR,HR Executive,2018-07-20,"City, UK",5,4,Active,Remote,53061
89,Employee_89,Marketing,SEO Specialist,2011-06-08,"City, USA",2,0,Active,Onsite,53624
90,Employee_90,HR,HR Executive,2024-05-07,"City, UK",5,0,Active,Onsite,157600
91,Employee_91,Finance,Accountant,2017-07-29,"City, USA",4,6,Active,Onsite,135113
92,Employee_92,Operations,Operations Manager,2024-11-14,"City, UK",3,14,Resigned,Onsite,97067
93,Employee_93,Marketing,SEO Specialist,2015-03-22,"City, India",5,11,Active,Remote,125462
94,Employee_94,Operations,Operations Executive,2010-05-06,"City, Germany",1,0,Active,Onsite,37561
95,Employee_95,Finance,Accountant,2015-11-27,"City, USA",4,14,Resigned,Onsite,111264
96,Employee_96,Sales,Sales Executive,2016-10-08,"City, Canada",4,9,Active,Remote,106090
97,Employee_97,Marketing,SEO Specialist,2020-06-09,"City, India",1,4,Active,Remote,102303
98,Employee_98,Sales,Sales Manager,2019-08-19,"City, India",3,2,Active,Onsite,39111
99,Employee_99,R&D,Research Analyst,2011-04-13,"City, Germany",3,3,Active,Onsite,142221
100,Employee_100,Operations,Operations Manager,2021-09-29,"City, UK",2,2,Resigned,Remote,72101
101,Employee_101,Sales,Sales Executive,2011-12-25,"City, India",4,0,Active,Onsite,108477
102,Employee_102,Operations,Operations Manager,2015-04-02,"City, UK",4,12,Active,Remote,95545
103,Employee_103,Marketing,Marketing Executive,2014-08-01,"City, Germany",2,12,Active,Remote,162414
104,Employee_104,Marketing,Marketing Executive,2017-10-03,"City, India",3,14,Active,Onsite,72078
105,Employee_105,IT,Software Engineer,2021-01-10,"City, Germany",2,13,Retired,Onsite,114555
106,Employee_106,Finance,Analyst,2017-01-04,"City, Germany",5,7,Resigned,Onsite,118861
107,Employee_107,Finance,Accountant,2017-12-08,"City, UK",2,13,Active,Onsite,73303
108,Employee_108,R&D,Research Analyst,2019-11-07,"City, UK",5,5,Active,Onsite,170256
109,Employee_109,IT,Software Engineer,2013-06-02,"City, USA",5,7,Active,Onsite,71157
110,Employee_110,Operations,Operations Manager,2013-04-17,"City, USA",4,14,Resigned,Onsite,55053
111,Employee_111,R&D,Innovation Manager,2011-02-24,"City, Canada",1,0,Resigned,Onsite,32336
112,Employee_112,Operations,Operations Executive,2017-03-30,"City, USA",2,4,Resigned,Remote,155733
113,Employee_113,Marketing,Marketing Executive,2023-06-12,"City, Germany",5,7,Active,Onsite,50103
114,Employee_114,Marketing,Marketing Executive,2016-06-29,"City, Germany",5,1,Active,Onsite,105683
115,Employee_115,Sales,Sales Manager,2015-01-09,"City, UK",5,3,Active,Onsite,106325
116,Employee_116,Operations,Operations Executive,2012-03-25,"City, USA",3,11,Retired,Remote,139777
117,Employee_117,IT,Software Engineer,2014-06-28,"City, Germany",3,11,Active,Onsite,90279
118,Employee_118,Marketing,SEO Specialist,2010-05-07,"City, USA",1,11,Active,Remote,164869
119,Employee_119,Finance,Analyst,2014-11-28,"City, Canada",5,9,Resigned,Remote,49256
120,Employee_120,IT,System Analyst,2021-01-04,"City, UK",5,14,Active,Remote,69224
121,Employee_121,Marketing,SEO Specialist,2023-10-12,"City, UK",4,8,Resigned,Onsite,38070
122,Employee_122,HR,Recruiter,2011-02-22,"City, UK",1,15,Active,Onsite,97526
123,Employee_123,Sales,Sales Manager,2019-10-13,"City, India",1,12,Active,Onsite,171467
124,Employee_124,HR,HR Executive,2018-07-18,"City, India",4,8,Active,Onsite,126731
125,Employee_125,R&D,Innovation Manager,2025-01-01,"City, India",1,15,Active,Onsite,54442
126,Employee_126,Finance,Finance Manager,2015-09-11,"City, Canada",1,12,Active,Onsite,179521
127,Employee_127,IT,IT Manager,2025-01-12,"City, USA",2,5,Active,Onsite,68565
128,Employee_128,Finance,Analyst,2019-02-18,"City, Canada",3,15,Active,Onsite,150993
129,Employee_129,Sales,Sales Executive,2010-02-24,"City, Germany",2,6,Active,Remote,60678
130,Employee_130,Finance,Analyst,2010-11-24,"City, India",5,2,Resigned,Onsite,94929
131,Employee_131,Finance,Finance Manager,2013-08-04,"City, UK",4,3,Active,Remote,96358
132,Employee_132,HR,Recruiter,2022-02-12,"City, India",5,2,Active,Onsite,148865
133,Employee_133,HR,HR Executive,2019-11-04,"City, USA",2,2,Active,Remote,44596
134,Employee_134,Marketing,SEO Specialist,2013-07-03,"City, India",2,4,Active,Onsite,178843
135,Employee_135,IT,IT Manager,2017-05-03,"City, UK",1,1,Active,Remote,65367
136,Employee_136,HR,HR Executive,2013-07-28,"City, India",3,13,Terminated,Onsite,156678
137,Employee_137,Marketing,Marketing Executive,2015-12-16,"City, Canada",2,3,Active,Remote,151829
138,Employee_138,HR,Recruiter,2010-12-08,"City, Canada",3,8,Active,Onsite,77924
139,Employee_139,R&D,Research Analyst,2014-09-05,"City, India",2,4,Active,Onsite,158575
140,Employee_140,HR,HR Manager,2013-10-18,"City, India",3,4,Active,Remote,87492
141,Employee_141,Finance,Analyst,2013-02-10,"City, UK",3,5,Active,Onsite,34853
142,Employee_142,Operations,Operations Manager,2024-10-22,"City, USA",4,14,Active,Onsite,176922
143,Employee_143,IT,IT Manager,2022-03-19,"City, UK",2,8,Resigned,Remote,45048
144,Employee_144,IT,Software Engineer,2013-05-25,"City, Canada",3,7,Active,Remote,75186
145,Employee_145,HR,HR Executive,2021-07-05,"City, Germany",3,13,Active,Remote,121748
146,Employee_146,Sales,Sales Executive,2021-03-14,"City, India",5,0,Terminated,Onsite,87134
147,Employee_147,Sales,Sales Manager,2020-01-12,"City, UK",5,0,Active,Onsite,88053
148,Employee_148,IT,IT Manager,2024-04-05,"City, Germany",3,9,Active,Onsite,67641
149,Employee_149,R&D,Innovation Manager,2020-12-04,"City, USA",5,5,Retired,Remote,169892
150,Employee_150,R&D,Innovation Manager,2018-01-09,"City, USA",3,6,Resigned,Onsite,81571
151,Employee_151,R&D,Innovation Manager,2022-04-25,"City, UK",2,6,Active,Onsite,151826
152,Employee_152,Sales,Sales Manager,2024-04-14,"City, UK",5,10,Active,Onsite,124071
153,Employee_153,IT,Software Engineer,2012-07-09,"City, Canada",2,0,Resigned,Onsite,140017
154,Employee_154,R&D,Innovation Manager,2018-11-16,"City, USA",3,6,Active,Remote,174991
155,Employee_155,Finance,Analyst,2012-03-24,"City, Germany",5,13,Active,Remote,42984
156,Employee_156,Sales,Sales Executive,2016-08-21,"City, USA",1,14,Active,Onsite,62733
157,Employee_157,IT,System Analyst,2019-08-02,"City, USA",4,1,Active,Remote,165566
158,Employee_158,IT,Software Engineer,2012-08-21,"City, Germany",3,9,Resigned,Remote,161878
159,Employee_159,R&D,Research Analyst,2019-05-09,"City, UK",5,1,Active,Onsite,158583
160,Employee_160,Sales,Sales Executive,2024-11-12,"City, Canada",3,12,Active,Remote,146953
161,Employee_161,IT,Software Engineer,2016-12-28,"City, UK",5,4,Active,Remote,76600
162,Employee_162,Finance,Finance Manager,2014-05-16,"City, UK",2,2,Resigned,Onsite,142855
163,Employee_163,Finance,Analyst,2021-02-21,"City, Canada",5,14,Active,Onsite,113300
164,Employee_164,HR,Recruiter,2014-06-29,"City, UK",3,11,Active,Remote,118801
165,Employee_165,Sales,Sales Manager,2022-08-22,"City, India",5,10,Active,Onsite,63742
166,Employee_166,Operations,Operations Executive,2024-09-14,"City, Canada",2,1,Active,Remote,164092
167,Employee_167,Sales,Sales Executive,2023-11-17,"City, India",2,7,Resigned,Onsite,114082
168,Employee_168,HR,Recruiter,2014-05-11,"City, USA",3,12,Active,Onsite,37314
169,Employee_169,Sales,Sales Executive,2014-09-01,"City, Canada",3,12,Active,Onsite,116206
170,Employee_170,Finance,Finance Manager,2023-02-17,"City, Canada",3,12,Resigned,Remote,77638
171,Employee_171,HR,HR Manager,2017-06-12,"City, UK",5,13,Retired,Remote,156209
172,Employee_172,Operations,Operations Manager,2015-07-06,"City, Germany",2,15,Active,Remote,158232
173,Employee_173,IT,System Analyst,2023-02-17,"City, Canada",3,15,Active,Onsite,59257
174,Employee_174,IT,IT Manager,2020-09-07,"City, Germany",4,14,Retired,Remote,174579
175,Employee_175,Sales,Sales Manager,2022-07-16,"City, USA",4,10,Active,Onsite,93888
176,Employee_176,HR,HR Manager,2017-07-15,"City, USA",3,1,Resigned,Onsite,54860
177,Employee_177,Sales,Sales Manager,2012-02-02,"City, UK",4,12,Active,Remote,37813
178,Employee_178,R&D,Innovation Manager,2020-12-13,"City, UK",3,9,Active,Remote,174097
179,Employee_179,Marketing,SEO Specialist,2010-02-08,"City, Canada",5,10,Active,Remote,108797
180,Employee_180,Sales,Sales Manager,2019-09-01,"City, UK",3,0,Terminated,Remote,63756
181,Employee_181,Marketing,Marketing Executive,2023-08-05,"City, UK",4,5,Resigned,Onsite,35626
182,Employee_182,IT,IT Manager,2020-11-07,"City, USA",5,2,Active,Onsite,56385
183,Employee_183,R&D,Research Analyst,2016-03-05,"City, UK",4,13,Active,Remote,169783
184,Employee_184,R&D,Innovation Manager,2019-12-13,"City, Germany",3,12,Active,Remote,74859
185,Employee_185,HR,Recruiter,2011-06-11,"City, India",1,13,Active,Onsite,134101
186,Employee_186,IT,System Analyst,2023-12-28,"City, Canada",5,1,Resigned,Remote,115708
187,Employee_187,IT,Software Engineer,2010-10-01,"City, USA",3,12,Resigned,Onsite,60087
188,Employee_188,Finance,Finance Manager,2020-04-20,"City, India",1,11,Terminated,Remote,126347
189,Employee_189,Sales,Sales Executive,2011-12-15,"City, USA",4,0,Active,Remote,142755
190,Employee_190,HR,HR Manager,2018-09-10,"City, USA",2,13,Active,Onsite,39078
191,Employee_191,Sales,Sales Executive,2015-03-11,"City, UK",5,2,Resigned,Onsite,147832
192,Employee_192,R&D,Innovation Manager,2013-12-10,"City, India",2,11,Resigned,Onsite,164461
193,Employee_193,Sales,Sales Manager,2021-07-08,"City, UK",3,3,Active,Onsite,111941
194,Employee_194,HR,Recruiter,2011-05-30,"City, India",4,9,Active,Onsite,102715
195,Employee_195,R&D,Research Analyst,2018-02-04,"City, India",5,2,Active,Onsite,100316
196,Employee_196,Marketing,Marketing Executive,2016-06-14,"City, UK",4,1,Active,Onsite,32920
197,Employee_197,Finance,Analyst,2018-02-19,"City, USA",3,2,Active,Onsite,141822
198,Employee_198,IT,System Analyst,2024-12-04,"City, India",5,14,Active,Onsite,55963
199,Employee_199,Operations,Operations Executive,2012-08-13,"City, USA",1,2,Active,Onsite,61585
200,Employee_200,Sales,Sales Manager,2016-07-10,"City, USA",4,5,Active,Onsite,72229
201,Employee_201,Marketing,SEO Specialist,2020-03-03,"City, Canada",2,7,Resigned,Remote,49975
202,Employee_202,Sales,Sales Manager,2022-07-10,"City, USA",4,13,Terminated,Remote,94324
203,Employee_203,Operations,Operations Manager,2022-09-23,"City, Germany",5,14,Active,Onsite,131459
204,Employee_204,HR,Recruiter,2023-07-05,"City, India",3,8,Terminated,Remote,174832
205,Employee_205,Sales,Sales Manager,2022-01-14,"City, UK",2,2,Active,Remote,150585
206,Employee_206,Sales,Sales Manager,2019-05-26,"City, India",5,3,Active,Onsite,138856
207,Employee_207,Operations,Operations Executive,2013-07-31,"City, India",3,4,Active,Onsite,39847
208,Employee_208,Sales,Sales Manager,2016-01-13,"City, Germany",3,12,Active,Onsite,121155
209,Employee_209,HR,HR Executive,2012-11-24,"City, Canada",5,10,Active,Onsite,63997
210,Employee_210,Sales,Sales Manager,2010-10-03,"City, Canada",2,7,Active,Remote,75272
211,Employee_211,HR,HR Executive,2013-04-23,"City, UK",2,6,Active,Remote,52911
212,Employee_212,Operations,Operations Manager,2022-01-21,"City, USA",2,11,Active,Onsite,153008
213,Employee_213,R&D,Research Analyst,2024-12-30,"City, Canada",2,0,Resigned,Onsite,118009
214,Employee_214,Operations,Operations Executive,2021-02-01,"City, India",2,7,Resigned,Onsite,80138
215,Employee_215,IT,IT Manager,2018-05-31,"City, UK",5,15,Active,Remote,66059
216,Employee_216,HR,HR Manager,2011-12-05,"City, India",1,8,Terminated,Onsite,148516
217,Employee_217,Marketing,Marketing Executive,2011-05-04,"City, UK",4,1,Active,Remote,34114
218,Employee_218,Operations,Operations Executive,2012-09-27,"City, UK",5,10,Active,Remote,145142
219,Employee_219,IT,Software Engineer,2020-03-15,"City, India",4,9,Active,Onsite,65643
220,Employee_220,Marketing,Marketing Executive,2013-12-11,"City, India",1,2,Active,Remote,55537
221,Employee_221,Operations,Operations Manager,2012-10-23,"City, Canada",2,7,Active,Onsite,61348
222,Employee_222,Marketing,SEO Specialist,2023-01-13,"City, Germany",5,1,Active,Remote,76819
223,Employee_223,R&D,Innovation Manager,2012-08-01,"City, USA",4,10,Active,Onsite,94106
224,Employee_224,R&D,Research Analyst,2015-01-13,"City, Canada",4,14,Active,Onsite,140350
225,Employee_225,Sales,Sales Executive,2010-05-21,"City, UK",2,13,Active,Remote,123747
226,Employee_226,Operations,Operations Manager,2014-08-20,"City, Germany",3,7,Active,Onsite,138177
227,Employee_227,HR,HR Executive,2017-03-21,"City, Germany",2,8,Active,Remote,102588
228,Employee_228,R&D,Innovation Manager,2016-06-17,"City, India",2,12,Active,Onsite,137971
229,Employee_229,Operations,Operations Manager,2015-01-20,"City, India",4,7,Active,Remote,118204
230,Employee_230,R&D,Research Analyst,2013-07-24,"City, Germany",1,9,Active,Onsite,106153
231,Employee_231,IT,Software Engineer,2017-03-16,"City, India",2,10,Resigned,Remote,168299
232,Employee_232,R&D,Research Analyst,2010-05-26,"City, UK",4,9,Active,Onsite,56160
233,Employee_233,Finance,Finance Manager,2023-01-21,"City, Canada",1,5,Active,Onsite,70390
234,Employee_234,Finance,Finance Manager,2012-08-26,"City, Canada",5,8,Active,Onsite,142418
235,Employee_235,R&D,Innovation Manager,2020-03-18,"City, UK",2,5,Active,Onsite,85754
236,Employee_236,R&D,Research Analyst,2023-02-17,"City, UK",4,9,Active,Onsite,84253
237,Employee_237,Sales,Sales Manager,2022-03-07,"City, Germany",3,8,Active,Remote,98008
238,Employee_238,R&D,Research Analyst,2014-12-10,"City, India",4,1,Active,Remote,165327
239,Employee_239,Marketing,SEO Specialist,2014-10-02,"City, USA",3,5,Active,Onsite,104069
240,Employee_240,Operations,Operations Executive,2017-08-06,"City, Germany",2,5,Active,Onsite,83363
241,Employee_241,Operations,Operations Executive,2019-11-29,"City, Canada",5,12,Active,Remote,30207
242,Employee_242,HR,HR Manager,2011-09-25,"City, Germany",1,15,Active,Onsite,111437
243,Employee_243,Marketing,Marketing Executive,2022-03-02,"City, UK",5,3,Retired,Onsite,128452
244,Employee_244,Sales,Sales Manager,2022-06-18,"City, India",5,15,Active,Remote,148413
245,Employee_245,Sales,Sales Executive,2014-05-21,"City, India",5,1,Retired,Onsite,157810
246,Employee_246,Sales,Sales Manager,2014-08-17,"City, Germany",2,6,Active,Onsite,40382
247,Employee_247,Operations,Operations Executive,2010-09-01,"City, USA",4,14,Active,Onsite,117468
248,Employee_248,Finance,Finance Manager,2019-01-01,"City, USA",3,15,Active,Onsite,108222
249,Employee_249,Marketing,Marketing Executive,2021-07-27,"City, UK",2,13,Terminated,Onsite,166728
250,Employee_250,HR,HR Executive,2024-10-22,"City, Germany",1,13,Resigned,Onsite,144099
251,Employee_251,Finance,Analyst,2015-05-15,"City, India",5,4,Active,Onsite,47347
252,Employee_252,IT,System Analyst,2021-07-25,"City, Germany",5,14,Active,Onsite,85099
253,Employee_253,R&D,Research Analyst,2017-06-12,"City, Canada",3,13,Active,Remote,69922
254,Employee_254,Marketing,Marketing Executive,2015-05-08,"City, USA",1,1,Active,Onsite,149863
255,Employee_255,R&D,Innovation Manager,2023-11-27,"City, UK",1,2,Active,Onsite,58141
256,Employee_256,Finance,Analyst,2011-02-04,"City, Germany",1,3,Active,Remote,128723
257,Employee_257,Sales,Sales Manager,2019-01-16,"City, USA",5,3,Active,Onsite,126774
258,Employee_258,Finance,Finance Manager,2014-03-30,"City, Canada",5,5,Terminated,Remote,93037
259,Employee_259,Finance,Accountant,2016-04-12,"City, Canada",2,6,Active,Onsite,90428
260,Employee_260,Marketing,SEO Specialist,2010-08-30,"City, Canada",5,4,Resigned,Onsite,30163
261,Employee_261,IT,System Analyst,2022-07-29,"City, Germany",3,14,Active,Remote,59300
262,Employee_262,HR,HR Manager,2011-06-30,"City, Germany",4,1,Active,Remote,56035
263,Employee_263,Marketing,SEO Specialist,2017-02-14,"City, Canada",2,12,Active,Remote,33191
264,Employee_264,IT,Software Engineer,2011-07-26,"City, Canada",1,9,Retired,Remote,157734
265,Employee_265,HR,Recruiter,2016-02-26,"City, India",1,11,Active,Onsite,60111
266,Employee_266,Sales,Sales Executive,2015-11-19,"City, Canada",1,6,Resigned,Remote,153287
267,Employee_267,Finance,Accountant,2014-07-27,"City, Germany",5,7,Active,Remote,170938
268,Employee_268,Sales,Sales Executive,2024-08-05,"City, UK",4,2,Active,Remote,134797
269,Employee_269,Operations,Operations Executive,2017-01-11,"City, USA",4,0,Active,Onsite,157896
270,Employee_270,IT,IT Manager,2018-03-13,"City, UK",1,3,Active,Onsite,153257
271,Employee_271,R&D,Research Analyst,2011-01-05,"City, USA",5,3,Active,Onsite,89765
272,Employee_272,Marketing,Marketing Executive,2020-11-27,"City, Germany",2,10,Active,Remote,119489
273,Employee_273,R&D,Innovation Manager,2022-07-20,"City, UK",4,9,Active,Onsite,163533
274,Employee_274,Sales,Sales Executive,2018-11-18,"City, UK",1,7,Terminated,Onsite,150029
275,Employee_275,R&D,Innovation Manager,2016-12-19,"City, Germany",1,14,Active,Onsite,155588
276,Employee_276,Operations,Operations Executive,2010-10-29,"City, Germany",3,15,Active,Onsite,73541
277,Employee_277,Sales,Sales Executive,2019-09-08,"City, USA",5,4,Resigned,Onsite,74638
278,Employee_278,R&D,Innovation Manager,2021-06-15,"City, Germany",5,5,Active,Onsite,38706
279,Employee_279,R&D,Research Analyst,2015-08-29,"City, Canada",4,14,Resigned,Onsite,118199
280,Employee_280,HR,HR Manager,2020-03-16,"City, India",4,4,Resigned,Remote,51727
281,Employee_281,HR,HR Manager,2019-10-03,"City, India",2,4,Resigned,Onsite,106865
282,Employee_282,IT,Software Engineer,2016-12-22,"City, Germany",2,9,Resigned,Onsite,145725
283,Employee_283,IT,IT Manager,2017-03-19,"City, UK",3,4,Active,Remote,137539
284,Employee_284,HR,HR Manager,2010-08-15,"City, USA",5,5,Active,Onsite,110073
285,Employee_285,Operations,Operations Executive,2021-09-23,"City, India",5,3,Active,Onsite,99122
286,Employee_286,Marketing,SEO Specialist,2024-03-02,"City, Germany",4,7,Active,Onsite,175298
287,Employee_287,R&D,Research Analyst,2021-05-18,"City, UK",1,14,Active,Remote,72092
288,Employee_288,Sales,Sales Manager,2024-11-16,"City, Canada",4,15,Active,Remote,35469
289,Employee_289,R&D,Innovation Manager,2013-04-21,"City, India",2,14,Active,Onsite,57386
290,Employee_290,R&D,Innovation Manager,2012-10-16,"City, Canada",1,0,Active,Onsite,158046
291,Employee_291,Finance,Analyst,2014-09-30,"City, Germany",3,6,Active,Onsite,150312
292,Employee_292,Sales,Sales Executive,2010-05-18,"City, USA",3,12,Resigned,Onsite,83072
293,Employee_293,Finance,Accountant,2017-02-23,"City, Canada",3,9,Resigned,Remote,124788
294,Employee_294,Marketing,SEO Specialist,2015-06-27,"City, India",5,9,Retired,Onsite,56201
